bioquímica: estrutura, propriedade e funções de biomoléculas	estudo da estrutura das biomoléculas correlacionada com suas diversas propriedades para entendimento de suas funções nos processos biológicos e possíveis aplicações nos diversos ramos do conhecimento científico e tecnológico.
biossegurança	conceito e legislação vigente em biossegurança. conceitos de risco, riscos biológicos, químicos e físicos. classes e avaliação de riscos, barreiras de contenção e equipamentos de proteção.conceitos e métodos de limpeza, desinfecção e esterilização. biossegurança relativos ao projeto, edificação, organização e limpeza do ambiente de trabalho. biossegurança e o profissional da saúde: doenças e cuidados. antisepsia das mãos. noções de primeiros socorros. gerenciamento de resíduos biológicos, químicos e radioativos. biossegurança na experimentação animal e organismos geneticamente modificados.
biotecnologia de plantas	introduzir conceitos do desenvolvimento reprodutivo de plantas. apresentar fatores genéticos envolvidos no desenvolvimento reprodutivo de plantas. abordar a biologia floral e ecologia da polinização das espermatófitas e suas diferentes estratégias reprodutivas, bem como as consequências destas na estrutura genética populacional, fluxo gênico e evolução da recombinação e do sexo nos vegetais.
blendas poliméricas e aditivação de polímeros	blendas poliméricas: porque misturar dois ou mais polímeros? tipos de blendas poliméricas; termodinâmica de mistura de polímeros; blendas miscíveis e imiscíveis; técnicas de mistura de polímeros; influência da morfologia nas propriedades de blendas poliméricas; interfaces e compatibilização de blendas poliméricas; técnicas de caracterização de blendas poliméricas. aditivação e formulação de polímeros.
botânica econômica	potencial econômico de recursos vegetais, sua conservação e aplicabilidade no mundo moderno.
cálculo de probabilidade	variáveis aleatórias: definição e funções de distribuição. vetores aleatórios, distribuição conjunta e marginais. independência. distribuições de funções de variáveis e vetores aleatórios. o método do jacobiano. integral de stieltjes. esperança. esperança de funções de variáveis aleatórias. momentos. esperanças de funções de vetores aleatórios. desigualdades: markov, tchesbychev, jensen e cauchy-schwarz. distribuição condicional dada uma v.a. (caso discreto e geral), esperança condicional. convergência quase-certa e lema de borel-cantelli. convergência em probabilidade. leis fraca e forte dos grandes números. funções geradoras e função característica. convergência em distribuição e o teorema central do limite.
cálculo numérico	aritmética de ponto flutuante: erros absolutos e relativos; arredondamento e truncamento; aritmética de ponto flutuante. zeros de funções reais: métodos de quebra – bisseção / falsa posição; métodos de ponto fixo – iterativo linear /newton-raphson; métodos de múltiplos passos – secantes. resolução de sistemas de equações lineares: métodos diretos – cramer / eliminação de gauss, decomposição a = lu; métodos iterativos – jacobi / gauss-seidel. ajustamento de curvas pelo método dos mínimos quadrados: interpolação polinomial: existência e unicidade do polinômio interpolador; polinômio interpolador de: lagrange, newton e gregory-newton; estudo do erro. integração numérica: métodos de newton-cotes; trapézios; simpson; estudo do erro
cálculo vetorial e tensorial	analise vetorial: campos vetoriais, operadores gradiente, divergente e rotacional. integrais de caminho e superficie. teoremas de green, gauss & stokes. teoria de potenciais, teorema de helmholz., introdução ao calculo tensorial, derivada covariante e operadores diferenciais em coordenadas curvilineas. aplicacoes do calculo tensorial aos meios continuos, relatividade e gravitacao.
caracterização de biomateriais	conceituação, caracterização e avaliação físico química, mecânica, morfológica, biológica e funcional de biomateriais. normas da anvisa, ansi, astm, iso para a avaliação do desempenho biológico e funcional de biomateriais. testes in vitro para verificação de  desempenho biológico de materiais. legislação e normas para testes in vitro. testes in vivo para avaliação do desempenho biológico e funcional de biomateriais, testes necessários para aprovação de biomateriais; normas e legislação nacional e internacional para implantes in vivo; análise estatística nos ensaios in vivo, ética em experimentação animal
caracterização de materiais	técnicas de caracterização da composição de elementos (espectroscopia atômica, espectroscopia de massa) técnicas de caracterização estrutural (métodos de difração de raios-x e difração de elétrons, microscopia), análise térmica, técnicas de espectroscopia óptica e vibracional (espectroscopia na região do uv-vis e infravermelho, fotoluminescência, elipsometria, raman).
caracterização de matrizes ambientais	introdução à química analítica ambiental. amostragem: ao acaso; estatística; amostras gasosas, de líquidos com ou sem movimento e amostras sólidas; erros cometidos nas amostragens. preparação de amostras: secagem; determinação do teor de umidade; determinação do teor de orgânicos voláteis; extração e micro-extração; centrifugação; dissolução; incineração. principais técnicas e metodologias de análise: gravimetria; titulação; potenciometria; espectrofotometria; cromatografia; turbidimetria; metodologias de referência para matrizes ambientais: estudo de caso. validação de métodos de análise. interpretação do resultado de análises.
cartografia e geoprocessamento	conceitos básicos de cartografia, geoprocessamento, sig, topografia e sensoriamento remoto, gps; escala, representação e projeções cartográficas (geóide, datum, elipsóide, utm); modelo de dados espaciais; tipos de dados: raster e vetor; fontes de dados; coleta de dados; entrada e conversão de dados; tratamento e análise de dados (operações entre planos de informação, análise de redes, geocodificação por endereço); modelo numérico de terreno; geração e edição de mapas temáticos.
